fax	faks, fax
hepatica	hepatica
hepatitis	hepatitis
her	nya, her
herald	herald
heralded	digembar
heras	heras
herb	herb, herbal, ramuan
herbal	herbal
herbivore	herbivora
herbivores	herbivora
herbrand	herbrand
herbs	herbal
hercegovina	hercegovina
hercules	hercules
herd	kawanan, herd
herded	digiring
herder	herder, gembala
herders	penggembala
herding	menggiring
herdman	herdman
here	disini, here, sini
hereford	hereford
heresy	bidah, baal
heritability	heritabilitas
heritage	warisan, heritage
herma	herma
herman	herman
hermann	hermann
hermans	hermans
hermaphrodite	hermafrodit
hermaphrodites	hermaprodit
hermione	hermione
hermit	pertapa
hermits	hermits
hermon	hermon
hermosa	hermosa
hernandez	hernandez
hernia	hernia
hero	hero, pahlawan
heroes	heroes, pahlawan
heroic	heroik
heroin	heroin
heron	heron
herp	herp
herpes	herpes
herrera	herrera
herring	haring, hering
herrington	herrington
herry	herry
hers	miliknya
hersey	hersey
hershey	hershey
hersholt	hersholt
herta	herta
hertford	hertford
hertz	hertz
herve	herve
herwig	herwig
herzberg	herzberg
hes	hes
hesh	hesh
hessel	hessel
hessian	hessian
hessians	hessian
hester	hester
het	het
heterogeneous	heterogen
heu	heu
heuristic	heuristik
heves	heves
hew	hew
hewitt	hewitt
hex	hex
hexadecimal	heksadesimal
hexafluoride	heksafluorida
hexagonal	heksagonal
hexi	hexi
hey	hey, hei
heyer	heyer
heyman	heyman
heymann	heymann
heymans	heymans
heyne	heyne
heyting	heyting
hfa	hfa
hfc	hfc
hfe	hfe
hfs	hfs
hiatus	hiatus
hibernates	berhibernasi
hibernating	berhibernasi
hibernians	hibernians
hic	hik
hick	hick
hickam	hickam
hickory	hickory
hicks	hicks
hid	menyembunyikan
hidden	tersembunyi, bathin, disembunyikan, hidden
hiddleston	hiddleston
hide	menyembunyikan, sembunyikan, sembunyi
hideko	hideko
hideouts	persembunyian
hides	menyembunyikan
hiding	menyembunyikan, bersembunyi
hierarchical	hirarkis
hierarchy	hierarki, hirarki
hieratic	hieratik
hieroglyphics	hieroglif
hif	hif
higgins	higgins
higgs	higgs
high	high, tinggi
higher	tinggi
highest	tertinggi
highland	highland
highlands	highlands, pegunungan
highmore	highmore
highnesses	highness
highschool	highschool, sma
highsmith	highsmith
highway	highway
hijab	hijab, jilbab
hijacked	dibajak
hijackers	pembajak
hijacking	pembajakan, membajak
hijo	hijo
hijra	hijra
hijrah	hijrah
hijras	hijras
hikaru	hikaru
hike	kenaikan, mendaki, hiking
hikers	pendaki
hiking	mendaki, hiking
hil	hil
hilary	hilary
hilbert	hilbert
hildebrand	hildebrand
hildegarde	hildegarde
hilden	hilden
hill	bukit, hill
hillary	hillary
hillbillies	hillbillies
hillel	hillel
hillenbrand	hillenbrand
hillman	hillman
hills	bukit, hills, perbukitan
hilson	hilson
hilt	gagang
hilton	hilton
hilty	hilty
him	nya, him
himalaya	himalaya
himalayan	himalaya
himalayas	himalaya
hime	hime
himeko	himeko
hims	hims
himself	dirinya
hind	hind
hindenburg	hindenburg
hinder	menghambat
hindi	hindi
hinds	hinds
hindu	hindu
hindus	hindu
hindustani	hindustan, hindustani
hine	hine
hing	hing
hinge	engsel
hinged	berengsel
hinges	engsel
hint	petunjuk
hinting	mengisyaratkan
hints	petunjuk
hintz	hintz
hip	hip, pinggul
hiphop	hiphop
hippie	hippie
hippo	hippo
hippocrates	hippocrates
hippolyte	hippolyte
hippy	hippy
hips	pinggul, paha
hiragana	hiragana
hire	upah, menyewa, sewa, rekrut
hired	dipekerjakan, disewa
hires	mempekerjakan
hiring	perekrutan, mempekerjakan, menyewa
hirise	hirise
hiroshi	hiroshi
hiroshima	hiroshima
hirsch	hirsch
hirschi	hirschi
hirsh	hirsh
hirth	hirth
his	his, nya
hisa	hisa
hisar	hisar
hispana	hispana
hispanic	hispanik
hispanics	hispanik
hispaniola	hispaniola
hiss	mendesis, desis
hissing	mendesis, desis
hissy	hissy
hist	hist
histology	histologi
histone	histon
historian	sejarawan
historians	sejarawan
historic	bersejarah
historical	historis, bersejarah, sejarah
historie	historie
history	history, riwayat, sejarah
hit	ramaikan, memukul
hitch	halangan
hitchings	hitchings
hite	hite
hitler	hitler
hitlist	hitlist
hits	hits, hantaman
hitting	memukul
hitz	hitz
hiu	hiu
hiv	hiv
hive	sarang
hizb	hizb
hkfa	hkfa
hkt	hkt
hla	hla
hmb	hmb
hmc	hmc
hmcs	hmcs
hmd	hmd
hmi	hmi
hmm	hmm
hmmm	hm, hmmm
hmo	hmo
hmos	hmo
hms	hms
hmv	hmv
hnlms	hnlms
hns	hns
hoa	hoa
hoag	hoag
hoagland	hoagland
hoagy	hoagy
hoard	timbunan
hoarding	menimbun
hoare	hoare
hoarse	serak
hoary	beruban
hoaxes	hoax
hob	hob
hobart	hobart
hobbies	hobi, hoby
hobbits	hobbit
hobbled	tertatih
hobby	hobi, hobby
hobo	hobo
hoc	hoc
hoceima	hoceima
hock	hock
hockey	hockey, hoki
hoddle	hoddle
hodge	hodge
hodges	hodges
hodgkin	hodgkin
hodler	hodler
hoe	cangkul, hoe
hoel	hoël
hoes	bajak
hof	hof
hofburg	hofburg
hoffer	hoffer
hoffman	hoffman
hofman	hofman
hofmann	hofmann
hofstadter	hofstadter
hog	babi, hog
hoge	hoge
hogging	memonopoli
hogs	hogs
hoh	hoh
hohenstein	hohenstein
hoi	hoi
hokkaido	hokkaido
hol	hol
holbein	holbein
holcomb	holcomb
holcombe	holcombe
hold	tahan
holden	holden
holder	pemegang, holder
holders	pemegang
holding	menahan, memegang, holding
holdings	holdings
holds	mtq
hole	lubang, hole, lobang
holes	lubang
holguin	holguin
holiday	libur, holiday, liburan
holidays	libur, liburan
holiness	kekudusan, kesucian
holla	holla
hollaback	hollaback
holland	holland, belanda
hollander	hollander
hollands	hollands
hollenbeck	hollenbeck
hollerith	hollerith
holliday	holliday
hollies	hollies
hollow	hampa, berongga, berlubang, hollow
hollows	cekungan
holly	holly
hollywood	hollywood
holm	holm
holme	holmes
holmes	holmes
holo	holo
holocaust	holocaust
hologram	hologram
holograms	hologram
holographic	holografik
holstein	holstein
holt	holt
holtz	holtz
holy	suci, kudus, holy
holzer	holzer
hom	hom
homa	homa
homans	homans
homberg	homberg
homburg	homburg
home	home, rumah, pulang, beranda
homebase	homebase
homecoming	kepulangan
homefront	homefront
homeless	tunawisma
homelessness	tunawisma
homemade	homemade
homeopathic	homeopati
homer	homer
homeric	homeric
homerun	homerun
homework	pr
homicide	pembunuhan
hominids	hominids
homo	homo
homogeneous	homogen
homogenized	homogen
homology	homologi
homophobia	homofobia
homosexual	homoseksual
homosexuals	homoseksual
homs	homs
homunculi	homunculi
homunculus	homunculus
honda	honda
honderich	honderich
honduran	honduras
honed	diasah
honest	jujur
honesty	kejujuran
honey	honey, sayang, madu
honeycomb	honeycomb
honeydew	lemon
honeymoon	honeymoon
honeymooners	honeymooners
honeysuckle	honeysuckle
hong	hong
hongkong	hongkong
honk	honk
honking	klakson
honky	honky
honolulu	honolulu
honor	kehormatan, honor
honorable	terhormat
honored	kehormatan, dihormati, terhormat
honoring	menghormati
honors	kehormatan
honour	kehormatan
honourable	terhormat
honoured	dimuliakan, dihormati
hons	hons
honshu	honshū
hooch	hooch
hood	kerudung, tudung, hood
hooded	bertudung, berkerudung
hoodies	penyimpanannya
hoods	kerudung
hoodwinked	diperdaya
hoofed	berkuku
hooge	hooge
hooghly	hooghly
hook	hook, kait, kail
hooke	hooke
hooked	terpikat
hooker	pelacur, hooker, psk
hookers	hooker, psk
hooking	melacur
hooks	pengait, kait
hooligan	hooligan
hooligans	hooligan
hoon	hoon
hoop	hoop
hoops	hoops
hoose	hoose
hoosier	hoosier
hoosiers	hoosiers
hooters	hooters
hootie	melolong
hoover	hoover
hooves	kuku
hop	hop
hope	harapan, asa, hope
hopeful	berharap
hopefully	mudahan, semoga
hopelessness	keputusasaan
hopf	hopf
hopi	hopi
hoping	berharap
hopping	melompat
hoppus	hoppus
hops	hop
hor	hor
hora	hora
horas	horas
horcrux	horcrux
horde	gerombolan
hordes	gerombolan
hori	hori
horikawa	horikawa
horizon	cakrawala, ufuk, horizon
horizontal	horisontal, horizontal, mendatar
horizontally	horisontal, horizontal, mendatar
hormone	hormon
hormones	hormon
hormuz	hormuz
horn	terompet, klakson, tanduk, horn
hornaday	hornaday
hornbeck	hornbeck
hornbill	hornbill
horne	horne
horned	bertanduk
horner	horner
hornet	hornet
hornets	hornets
horney	horney
horns	tanduk
hornstein	hornstein
horny	terangsang, horny
horologium	horologium
horoscopes	horoskop
horovitz	horovitz
horowitz	horowitz
horrendous	menghebohkan
horrocks	horrocks
horror	horor, horror, kengerian
horrors	horor, kengerian
horse	horse, kuda
horsehead	horsehead
horseman	horseman
horses	kuda
horseshoe	ladam
horsham	horsham
horst	horst
horticultural	hortikultura
hortons	hortons
horus	horus
horvitz	horvitz
horwitz	horwitz
hory	hory
hos	hos
hose	selang
hospital	hospital, rs
hospitality	keramahan, perhotelan
hospitaller	hospitaller
hospitallers	hospitallers
hoss	hoss
hossein	hossein
host	penyelenggara, host
hostage	sandera
hostages	sandera
hostel	asrama, hostel
hostels	hostel
hostesses	hostes
hostetler	hostetler
hostile	bermusuhan, memusuhi, permusuhan
hostility	permusuhan
hosts	penyelenggara, host
hot	hot, panas
hotaru	hotaru
hotchkiss	hotchkiss
hotel	hotel
hotels	hotel
hotline	hotline
hots	naksir
hotspot	hotspot
hotspots	hotspot
hotspur	hotspur
hotspurs	hotspurs
hottest	terpanas, terseksi
hou	hou
hough	hough
hound	hound
hounded	diburu
hour	jam
hourglass	hourglass
hours	jam
house	house, rumah
housekeeping	housekeeping
houseman	houseman
houses	rumah
housewives	housewives
housing	perumahan
houston	houston
houthis	houthi
hov	hov
hove	hove
hoven	hoven
hover	melayang, mengambang
hoving	hoving
how	bagaimana, how
howards	howards
howden	howden
howe	howe
howes	howes
however	namun
howie	howie
howitzer	howitzer
howl	lolongan, howl, melolong
howland	howland
howler	howler
howling	melolong
howls	lolongan
hoxton	hoxton
hoyt	hoyt
hoyte	hoyte
hpa	hpa
hpd	hpd
hpo	hpo
hps	hps
hpt	hpt
hrh	hrh
hrm	hrm
hrp	hrp
hrs	hrs
hrvoje	hrvoje
hrw	hrw
hsa	asm
hsbc	hsbc
hsc	hsc
hsd	hsd
hsdpa	hsdpa
hsiang	hsiang
hsien	hsien
hsl	hsl
hsn	hsn
hsp	hsp
hspa	hspa
hst	hst
hsv	hsv
htlv	htlv
html	html
hts	hts
http	http
https	https
huaca	huaca
huai	huai
hub	hub
hubbard	hubbard
hubble	hubble
hubby	suamiku, suami
hubner	hubner
huck	huck
huckabee	huckabee
huckle	huckle
huckleberry	huckleberry
hud	hud
hue	hue, rona
huebner	huebner
huey	huey
huff	huff
huffman	huffman
hug	hug, peluk, pelukan, merapat, memeluk, berpelukan
hugged	memeluk, dipeluk
hugger	pemeluk
hugging	memeluk
hugo	hugo
hugs	peluk, pelukan
huguenots	huguenots
huh	hah, huh
huie	huie
huila	huila
huis	huis
huizinga	huizinga
hula	hula
hulbert	hulbert
hulk	hulk
hull	hull, lambung
hult	hult
hum	hum
human	manusiawi, manusia, human
humane	manusiawi
humanism	humanisme
humanist	humanis
humanitarian	kemanusiaan
humanities	kemanusiaan, humaniora
humanity	kemanusiaan
humanoids	humanoid
humans	manusia
humble	humble
humbled	direndahkan
humbling	merendahkan
humboldt	humboldt
hume	hume
humeral	humerus
humid	lembab
humidity	kelembaban
humiliated	dipermalukan, terhina, dihina
humiliating	menghinakan
humiliation	penghinaan, nista, kehinaan
hummel	hummel
hummels	hummels
hummer	hummer
humming	senandung, bersenandung
hummingbird	hummingbird, kolibri
hummingbirds	kolibri
humor	humor
humoral	humoral
humour	humor
hump	punuk
humpback	bungkuk
humped	berpunuk
humphrey	humphrey
humphreys	humphreys
humps	humps
humvee	humvee
hun	hun
hunch	firasat
hunches	firasat
hundred	seratus, hundred, ratus
hundreds	ratusan
hung	hung
hungarian	hongaria, hungaria
hungary	hongaria, hungaria
hunger	kelaparan, lapar, hunger
hungry	lapar
hunk	hunk, sebongkah
huns	hun
hunt	berburu, hunt
hunted	diburu
hunter	pemburu, hunter
hunters	pemburu
hunting	berburu, memburu, hunting, perburuan
huntingdon	huntingdon
hunts	perburuan
huon	huon
huppert	huppert
hurdles	rintangan
hurl	melemparkan
hurls	mewahyukan
hurrah	hore
hurray	hore
hurricane	badai, hurricane
hurricanes	hurricane, hurricanes
hurrying	bergegas
hurst	hurst
hurt	disakiti, terluka, hurt, sakit, menyakitkan, menyakiti
hurting	menyakiti
hurts	sakit, menyakitkan
hurwitz	hurwitz
hus	hus
husain	husain
husband	suamiku, suaminya, suami, husband
husbandry	peternakan
husbands	suami
hush	hush, hus
husk	kelobot
husky	husky, serak
hussain	hussain
hussaini	hussaini
hussars	hussars
hussey	hussey
hustle	hiruk, keramaian
hustler	tazza, hustler
hustlers	tazza
huston	huston
hut	hut, pondok, gubuk
hutch	hutch
huts	gubug, pondok
hutter	hutter
hvac	hvac
hwang	hwang
hyacinth	gondok
hyaena	hyaena
hyaline	hialin
hyang	hyang
hyatt	hyatt
hybrid	hibrida, hybrid
hybrids	hibrida, hybrid
hyde	hyde
hydrae	hydrae
hydrate	hidrat
hydrated	dehidrasi
hydraulic	hidrolik
hydride	hidrida
hydro	hydro
hydrocarbon	hidrokarbon
hydrocarbons	hidrokarbon
hydrochloride	hidroklorida
hydroelectric	hidroelektrik
hydrofoil	hidrofoil
hydrogen	hidrogen
hydrolase	termofilik
hydronium	hidronium
hydrothermal	hidrotermal
hydroxide	hidroksida
hydroxy	hydroxy
hydrozoa	hydrozoa
hye	hye
hyena	hyena
hyenas	hyena
hyeong	hyeong, hyung
hygiene	higienis, kebersihan
hylobates	hylobates
hymenoptera	hymenoptera
hymn	himne
hymne	hymne
hymns	himne
hynde	hynde
hyndman	hyndman
hype	hype
hyped	hyped
hyper	hyper, hiper
hyperactive	hiperaktif
hyperactivity	hiperaktif
hyperbola	hiperbola
hyperbolic	hiperbola
hyperfine	hyperfine
hyperlinks	hyperlink
hyperplasia	hiperplasi
hypersensitivity	hipersensitivitas
hypersonic	hypersonic
hyperspace	hyperspace
hypertension	hipertensi
hypertext	hiperteks
hypertrophy	hipertrofi
hyphenated	hyphenated
hyphens	hyphens
hypnosis	hipnosis, hipnotis
hypnotic	menghipnotis, hipnotis
hypnotised	dihipnotis
hypnotism	hipnotis
hypnotizing	menghipnotis
hypochlorite	hipoklorit
hypocrite	munafik
hypocrites	munafik
hypoglossal	hypoglossal
hypothermia	hipotermia
hypothesis	hipotesis
hypothetical	hipotesis, hipotetis
hypoxia	hipoksia
hysterectomy	histerektomi
hysteresis	histeresis
hysteria	histeria
hysterical	histeris
hysterics	histeris
hystrix	hystrix
hyuk	hyuk
hyung	hyung
iaaf	iaaf
iab	iab
iam	iam
iana	iana
ianni	ianni
iannis	yannis
iannone	iannone
iap	iap
iar	iar
iarc	iarc
iaru	iaru
ias	ias
iast	iast
iau	iau
ibad	ibad
iban	iban
ibas	ibas
ibd	ibd
ibe	ibe
iberia	iberia
iberian	iberia
ibex	ibex
ibf	ibf
ibi	ibi
ibid	ibid
ibis	ibis
ibm	ibm
ibo	ibo
ibooks	ibooks
ibp	ibp
ibr	ibr
ibrd	ibrd
ibs	ibs
ica	ica
icas	icas
icb	icb
icbm	icbm
icbms	icbm
icd	icd
ice	ice, es
icecream	eskrim
iceland	islandia
icelandic	islandia
icf	icf
iche	iche
ichkeria	ichkeria
ichneumon	ichneumon
ichthus	ichthus
ici	ici
icicle	idul
icing	icing
ickx	ickx
icm	icm
icmp	icmp
icn	icn
ico	ico
icom	icom
icon	icon, ikon
icons	ikon
icp	icp
icr	icr
ics	ics
ict	ict
icts	ict
icty	icty
icu	icu
icw	icw
iczn	iczn
ida	ida
idaho	idaho
idb	idb
idc	idc
ide	ide
idea	gagasan, ide, idea
ideal	ideal
idealists	idealis
ideas	gagasan, ide
iden	iden
identical	identik
identification	identifikasi
identified	identifikasi, diidentifikasi, teridentifikasi, mengidentifikasi
identifier	pengidentifikasi, identifier, pengenal
identifiers	pengidentifikasi, pengenal
identifies	diidentifikasi, mengidentifikasi
identifying	mengidentifikasi
identity	identitas, ijabah
ideographic	ideographic
ideographs	ideographs
ideologies	ideologi
idf	idf
idh	idh
idi	idi
idiom	idiom
idiophones	idiophones
idiot	idiot, goblok, bodoh, tolol
idiots	idiot
idk	idk
idle	menganggur
idleness	ijuk
idlh	idlh
idm	idm
idn	idn
idol	idola, idol
idolized	mengidolakan
idols	berhala
idp	idp
idr	idr
ids	id, ids
idt	idt
idu	idu
iduna	iduna
idx	idx
iec	iec
ied	ied
ieee	ieee
ielts	ielts
iem	iem
ier	ier
iesus	iesus
ietf	ietf
ifa	ifa
ifas	ifas
ifb	ifb
ifc	ifc
ifn	ifn
ifor	ifor
ifpi	ifpi
ifriqiya	ifriqiya
ifs	ifs
ifugao	ifugao
ifv	ifv
iga	iga
igbt	igbt
igcse	igcse
igf	igf
igh	igh
ign	ign
ignatius	ignatius
igniting	menyulut
ignition	pengapian, penyalaan
ignorance	ketidakpedulian, kebodohan, kejahilan, ketidaktahuan
ignore	abaikan
ignored	abaikan, diabaikan
ignoring	mengabaikan
igo	igo
igp	igp
igt	igt
iguanas	iguana
ihe	ihe
ihp	ihp
ihs	ihs
iht	iht
iihf	iihf
iims	iims
iis	iis
ijo	ijo
ike	ike
ikea	ikea
iki	iki
ilagan	ilagan
ilana	ilana
ile	ile
ilg	ilg
iliad	iliad
ilion	ilion
ilkhan	ilkhan
ill	ill
illawarra	illawarra
illegal	illegal, ilegal
iller	iller
illicit	terlarang
illinois	illinois
illness	penyakit
illuminating	mencerahkan
illumination	pencahayaan
illuminations	illuminations
illusion	ilusi
illusions	ilusi
illustrated	illustrated, ilustrasi, digambarkan
illustration	ilustrasi
illustrative	illustrative
illyricum	illyricum
ilm	ilm
ilog	ilog
ilokano	ilokano
ilp	ilp
ilr	ilr
ils	ils
ilu	ilu
ilyas	ilyas
ima	ima
image	gambar, image, citra
imagemap	imagemap
images	gambar, citra
imaginary	imajiner
imagination	imajinasi
imaginative	imajinatif
imagine	bayangkanlah, bayangkan, imagine
imagined	dibayangkan, membayangkan
imaging	pencitraan
imagining	membayangkan, berimajinasi
imago	imago
imams	imam
imap	imap
imb	imb
imba	imba
imbalance	ketidakseimbangan
imbalances	ketidakseimbangan
imbedded	tertanam
imbrium	imbrium
imc	imc
imd	imd
imdb	imdb
imelda	imelda
img	img
imho	imho
imhoff	imhoff
imitated	ditiru
imitates	menirukan
imitation	imitasi, tiruan
imitators	imitator
imm	imm
imma	imma
immaculata	immaculata
immediate	immediate
immemorial	purbakala
immigrant	imigran
immigrants	imigran
immigrated	berimigrasi
immoral	bermoral
immortal	abadi
immortality	keabadian
immortalized	diabadikan
immune	kebal, kekebalan, imun
immunity	kekebalan
immunization	imunisasi
immunized	imunisasi
immunodeficiency	immunodeficiency
imo	imo
imogene	imogen
imp	imp
impact	impact, berdampak, dampak, benturan
impacted	terdampak
impacting	dampak
impacts	dampak
impairment	kelumpuhan
impala	impala
impaled	tertusuk
impedance	impedansi
impediment	kesempitan, kelumpuhan
imperfect	imperfect
imperfections	ketidaksempurnaan
imperia	imperia
imperial	imperial
imperialist	imperialis
imperialists	imperialis
impersonal	impersonal
impersonated	ditiru
impersonating	meniru, menirukan
impersonation	peniruan, penyamaran
impersonator	peniru
implant	implan
implantation	implantasi
implanted	ditanamkan
implanting	menanamkan
implants	implan
implementation	implementasi, pelaksanaan, penerapan
implementations	implementasi
implemented	dilaksanakan, diimplementasikan
implementing	mengimplementasikan, mengimplementasi, menerapkan
implements	mengimplementasikan, penerapan
implicates	berimplikasi
implication	implikasi
implications	implikasi
implicit	implisit
implied	tersirat
implies	menyiratkan
implying	menyiratkan
import	import, impor
importance	pentingnya
important	jga, penting
imported	impor, diimpor
importers	pengimpor, importir
importing	mengimpor
imports	mengimpor, impor
imposing	memaksakan
impossible	impossible, mustahil
impostor	penipu, peniru, penyamar
impostors	peniru
impotence	impotensi
impounded	disita
impregnated	dihamili
impregnating	menghamili, membuahi
impressed	kagum, terkesan
impression	tayangan, kesan
impressionists	impresionis
impressions	penayangan, tayangan, impresi
imprint	jejak
imprisoned	dipenjarakan, dipenjara, terpenjara
improbable	kemustahilan
improve	tingkatkan, meningkatkan
improved	penyempurnaan, ditingkatkan, peningkatan, disempurnakan
improvement	perbaikan, peningkatan
improvements	perbaikan, penyempurnaan
improving	meningkatkan
improvising	berimprovisasi
impulse	impuls
impulses	impuls
impulsive	impulsif
ims	ims
imsi	imsi
imus	imus
imx	imx
ina	ina
inaccuracies	ketidakakuratan
inari	inari
inaugurated	dilantik
inbreeding	inbreeding
inc	inc
inca	inca
incandescent	pijar
incarcerated	dipenjara
incarnated	bereinkarnasi
incarnation	inkarnasi
incas	inca
incense	kemenyan, dupa
incentive	insentif
incentives	insentif
incest	inses
inch	inch, inci, inchi
inches	inchi, inci
inchon	inchon
incident	insiden, kejadian
incidental	insidental
incidents	insiden
incision	irisan, sayatan
incisions	sayatan
incisive	menghujam
inciting	menghasut
incl	incl
inclined	cenderung
include	termasuk, sertakan, cantumkan, menyertakan, include
included	disertakan, termasuk, menyertakan, diikutsertakan
includes	termasuk, sertakan, mencakup, menyertakan
including	termasuk
inclusion	penyertaan
inclusive	inklusif, termasuk
income	pendapatan, penghasilan, pemasukan, income
incompetence	ketidakmampuan
incompleteness	incompleteness
inconsistencies	inkonsistensi
inconsistency	inkonsistensi
incorporated	dimasukkan, incorporated
increase	naikkan, tingkatkan, meningkat, meningkatkan, peningkatan
increased	meningkat
increasing	meningkat, meningkatkan
incredible	incredible
increment	peningkatan
increments	kelipatan
incubated	inkubasi
incubating	mengerami
incubation	inkubasi
incursion	serbuan
inda	inda
inde	inde
indent	indentasi, indent
indentations	lekukan
indents	inden
independence	merdeka, kemerdekaan, kemandirian, independence
independent	independen, independent, mandiri
independently	independen
indepth	indepth
index	indeks
indexed	diindeks
indexes	indeks
indexing	pengindeksan
indi	indi
india	india
indiamen	indiamen
indian	indian, india, hindia
indiana	indiana
indians	indian
indica	indica
indicated	diindikasikan, ditunjukkan, ditunjukan
indicates	mengindikasikan, menandakan, menunjukkan
indication	indikasi
indications	indikasi
indicator	indikator
indicators	indikator
indicted	didakwa, terdakwa
indictments	dakwaan
indie	indie
indies	hindia
indifference	ketidakpedulian
indigenous	pribumi
indigo	nila, indigo
indios	indios
indiscretion	perselingkuhan
indiscretions	kecerobohan
indium	indium
individual	individu, individual, perorangan
individualist	individualis
individuals	individu, individual
indole	indola
indonesian	indonesian
indoor	indoor
inds	inds
inducing	merangsang
inductance	induktansi
inducted	dilantik
induction	pelantikan, induksi
inductive	induktif
indulgences	indulgensi
indulging	memanjakan
indus	indus
industrial	industri, industrial
industrialists	industrialis
industries	industri
industry	industri
indy	indy
inequality	ketidaksetaraan
inequities	ketidakadilan
inert	inert
inertia	inersia
inertial	inertial
inevitability	keniscayaan
inf	inf
infact	malahan
infallibility	infalibilitas
infant	bayi
infanta	infanta
infantile	kekanak
infantry	infanteri, infantri
infected	terinfeksi
infecting	menginfeksi
infection	infeksi
infections	infeksi
infectious	menular
infects	menginfeksi
inference	inferensi
inferno	inferno
inferred	disimpulkan
infertility	infertilitas, kemandulan, mandul
infested	dikerumuni
infidels	kafir
infiltrated	menyusup, disusupi
infiltrating	infiltrasi
infiltration	penyusupan, infiltrasi
infinite	infinite
infinitive	infinitif
infinity	infinity
inflamed	meradang
inflammatory	radang, menghasut, inflamasi
inflating	menggembungkan
inflation	inflasi
inflection	infleksi
inflicted	ditimbulkan
inflight	inflight
influence	pengaruhi, memengaruhi, pengaruh
influenced	terpengaruh, memengaruhi, dipengaruhi
influences	pengaruh
influenza	influenza, flu
info	info
infoboxes	infoboxes
inform	informasikan, menginformasikan
informal	informal
informants	informan
informatics	informatika
information	information, informasi
informed	diinformasikan
informing	menginformasikan
infra	infra
infrared	inframerah, infrared
infringed	dilanggar
infringement	pelanggaran
ing	ing
ingested	tertelan
ingle	ingle
ingo	ingo
ingold	ingold
ingraham	ingraham
ingredient	bahan
ingredients	bahan
inhabitable	ditempati
inhabitants	penghuninya
inhabited	dihuni
inhabits	mendiami
inhalers	inhaler
inhales	menghirup
inheritance	warisan
inherited	diwariskan, mewarisi, turunan, diwarisi
inheriting	mewarisi
inherits	mewarisi
inhibited	dicegah
inhibition	inhibition
inhibitor	inhibitor
inhibitors	penghambat, pencegah, inhibitor
iniquity	kelaliman, kezaliman, maksiat
init	init
initial	inisial
initialization	inisialisasi
initialized	diinisialisasi
initializing	inisialisasi
initials	inisial
initiate	mengawali
initiating	merintis
initiation	inisiasi
initiative	inisiatif, initiative
initiatives	inisiatif
injected	disuntikkan, menyuntikkan, disuntik
injecting	menyuntikkan
injection	suntik, injeksi, suntikan
injections	injeksi, suntikan
injector	injector
injectors	injektor
injects	menyuntikkan
injured	cedera, terluka
injuries	cedera
injury	cedera, melukai, cidera
injustice	ketidakadilan
injustices	ketidakadilan
ink	tinta, ink
inked	bertinta
inkjet	inkjet
inland	pedalaman
inlet	inlet
inline	inline, sebaris
inmarsat	inmarsat
inmates	narapidana
inn	inn, penginapan
inne	inne
inner	batin, inner
innermost	terdalam
innes	innes
inning	inning
innocence	kepolosan
innocent	polos, lugu, innocent
innovating	berinovasi
innovation	inovasi, berinovasi
innovations	inovasi
innovators	inovator
inorganic	anorganik
inp	inp
input	input, masukkan, masukan
inputs	input
inquiries	pertanyaan
inquiry	penyelidikan, pertanyaan
inquisition	inkuisisi
inr	inr
inroads	terobosan
ins	ins
insane	gila
insanity	kegilaan
inscribed	tertulis
insect	serangga
insecticides	insektisida
insects	serangga
insecurities	ketidakamanan
insecurity	ketidakamanan, minder
insemination	inseminasi
insert	insert, masukkan, sisipkan, menyisipkan
inserted	disisipkan, dimasukkan, dimasukan, menyisipkan
inserting	memasukan
insertion	penyisipan, sisipan
insertions	insertions
inset	inset
inside	inside, didalam
insider	insider
insights	wawasan
insignis	insignis
insinuated	menyindir
insinuating	menyindir
insipid	hambar
insisted	berkeras, bersikeras
insisting	memaksa
insists	bersikeras
insomnia	insomnia
inspect	inspeksi, periksa
inspected	diperiksa
inspection	inspeksi
inspections	inspeksi
inspector	inspektur, pemeriksa
inspectors	penilik
inspirations	inspirasi
inspired	terinspirasi, menginspirasi, inspirasi, inspired
inspires	menginspirasi
inspiring	menginspirasi, inspirasi, inspiratif
inst	inst
instability	ketidakstabilan
installation	pemasangan, penginstalan, instalasi
installations	pemasangan, instalasi
installed	dipasang, diinstal, terpasang, terinstal
installer	installer, pemasang
installing	memasang, menginstal, instalasi
installment	cicilan, angsuran
installments	berangsur, angsuran
installs	pemasangan, pasang, penginstalan, instalasi, instal, memasang
instance	instance, contoh, instansi
instant	instan, instant, seketika
instantaneous	seketika
instigated	menghasut
instigating	menghasut
instilled	ditanamkan
instinct	naluri, insting
instinctive	naluriah
instincts	naluri, insting
institute	institute, institut
instituted	melembagakan
institution	institusi, lembaga
institutional	kelembagaan
institutionalized	dilembagakan
institutions	institusi, lembaga
instructed	diperintahkan, diinstruksikan
instructing	menginstruksikan
instruction	instruksi
instructions	petunjuk, instruksi
instructors	instruktur
instrument	instrumen
instrumental	instrumental
instrumentalist	instrumentalist
instrumentals	instrumental
instruments	instrumen
insulae	insulae
insular	insular
insulated	terisolasi
insulation	isolasi
insulator	insulator
insulin	insulin
insult	penghinaan, menghina, hinaan
insulted	dihina, terhina
insulting	menghina
insults	menghina
insurance	asuransi
insured	tertanggung, diasuransikan
insurgents	gerilyawan, pemberontak
insuring	mengasuransikan
int	int
intact	utuh
intaglio	intaglio
intake	asupan
intangible	berwujud
